combination_id,n_d,n_a,n_steps,gamma,lambda_sparse,lr,cat_emb_dim,batch_size,virtual_batch_size,threshold,val_acc,val_f1,status,timestamp,error
285806,48,48,3,1.8,0.0,0.01,2,256,256,0.6400000000000003,0.8603008903899294,0.7147335423197492,success,2025-12-05 16:12:14,
274832,48,32,6,1.8,0.0001,0.015,2,1024,256,0.6500000000000004,0.8483266809947805,0.7124563445867288,success,2025-12-05 16:13:15,
275342,48,32,6,1.8,0.001,0.02,4,512,256,0.7200000000000004,0.8584587043291373,0.7163076923076923,success,2025-12-05 16:14:59,
307450,48,48,7,1.5,0.0001,0.015,2,256,128,0.6500000000000004,0.854467301197421,0.7158273381294964,success,2025-12-05 16:19:20,
300900,48,48,6,1.3,0.0005,0.01,4,512,64,0.6300000000000003,0.8556954252379491,0.7225501770956316,success,2025-12-05 16:21:03,
300343,48,48,6,1.2,0.01,0.025,2,512,128,0.6100000000000003,0.8455634019035922,0.7133903133903133,success,2025-12-05 16:22:03,
309718,48,64,3,1.0,0.0001,0.015,4,256,128,0.6400000000000003,0.8501688670555726,0.7166085946573751,success,2025-12-05 16:23:22,
275857,48,32,7,1.0,0.0001,0.005,1,1024,128,0.6700000000000004,0.8498618360454406,0.7077106993424985,success,2025-12-05 16:24:13,
282335,48,48,3,1.0,0.01,0.025,1,512,256,0.7400000000000004,0.8609149524101934,0.7242848447961047,success,2025-12-05 16:25:05,
276193,48,32,7,1.0,0.0005,0.015,4,256,128,0.5800000000000003,0.8495548050353086,0.7237880496054115,success,2025-12-05 16:27:26,
289099,48,48,4,1.2,0.01,0.025,3,256,128,0.7300000000000004,0.8593797973595333,0.7200488997555012,success,2025-12-05 16:29:01,
301343,48,48,6,1.3,0.01,0.01,3,512,256,0.7200000000000004,0.856002456248081,0.7095975232198143,success,2025-12-05 16:30:14,
275865,48,32,7,1.0,0.0001,0.005,2,1024,64,0.6600000000000004,0.8520110531163647,0.7127532777115614,success,2025-12-05 16:31:29,
284623,48,48,3,1.3,0.01,0.025,5,1024,128,0.6400000000000003,0.8510899600859687,0.7207829591249281,success,2025-12-05 16:32:01,
270429,48,32,6,1.0,0.0001,0.025,3,1024,64,0.7000000000000004,0.8483266809947805,0.7151095732410612,success,2025-12-05 16:32:47,
282858,48,48,3,1.2,0.0005,0.005,4,1024,64,0.6800000000000004,0.8569235492784771,0.7222884386174017,success,2025-12-05 16:33:20,
300528,48,48,6,1.3,0.0,0.02,3,256,64,0.5800000000000003,0.8474055879643844,0.7164860239589276,success,2025-12-05 16:37:09,
291426,48,48,4,1.8,0.0,0.01,1,1024,64,0.6800000000000004,0.8596868283696654,0.7198038013488657,success,2025-12-05 16:37:59,
278420,48,32,7,1.3,0.0005,0.015,1,512,256,0.5700000000000003,0.8517040221062327,0.7203242617255357,success,2025-12-05 16:39:39,
309660,48,64,3,1.0,0.0001,0.01,2,1024,64,0.7000000000000004,0.8609149524101934,0.7191568505889646,success,2025-12-05 16:40:12,
288628,48,48,4,1.2,0.0005,0.02,5,1024,128,0.6500000000000004,0.8504758980657047,0.7089061566049014,success,2025-12-05 16:40:41,
281847,48,48,3,1.0,0.0005,0.02,2,512,64,0.6800000000000004,0.8569235492784771,0.7222884386174017,success,2025-12-05 16:41:22,
304696,48,48,7,1.0,0.01,0.01,1,256,128,0.6500000000000004,0.854774332207553,0.7225806451612903,success,2025-12-05 16:45:11,
306232,48,48,7,1.3,0.0001,0.005,1,1024,128,0.6400000000000003,0.8437212158428001,0.7106310403638431,success,2025-12-05 16:45:53,
270811,48,32,6,1.0,0.001,0.02,1,256,128,0.6600000000000004,0.8572305802886091,0.7159437996334759,success,2025-12-05 16:47:59,
284815,48,48,3,1.5,0.0,0.025,2,256,128,0.7300000000000004,0.8642922935216457,0.7220125786163522,success,2025-12-05 16:49:05,
271704,48,32,6,1.2,0.0005,0.015,5,512,64,0.6900000000000004,0.8621430764507215,0.7219814241486068,success,2025-12-05 16:50:22,
309138,48,48,7,1.8,0.001,0.025,4,1024,64,0.6500000000000004,0.8556954252379491,0.7025316455696202,success,2025-12-05 16:51:35,
307513,48,48,7,1.5,0.0001,0.02,4,256,128,0.6900000000000004,0.8443352778630642,0.7033352837916911,success,2025-12-05 16:53:12,
280894,48,32,7,1.8,0.001,0.015,1,512,128,0.5400000000000003,0.8510899600859687,0.715208455666471,success,2025-12-05 16:54:56,
291668,48,48,4,1.8,0.0001,0.01,3,512,256,0.6400000000000003,0.8501688670555726,0.7208237986270023,success,2025-12-05 16:55:50,
305101,48,48,7,1.2,0.0001,0.005,1,256,128,0.6600000000000004,0.8609149524101934,0.713472485768501,success,2025-12-05 16:59:29,
303549,48,48,6,1.8,0.01,0.005,3,1024,64,0.6600000000000004,0.8206938900828984,0.6762749445676275,success,2025-12-05 17:00:11,
309126,48,48,7,1.8,0.001,0.025,3,512,64,0.6000000000000003,0.8455634019035922,0.7028942705256941,success,2025-12-05 17:01:57,
311287,48,64,3,1.2,0.001,0.015,3,512,128,0.7400000000000004,0.8627571384709856,0.718336483931947,success,2025-12-05 17:02:34,
294020,48,48,5,1.2,0.0001,0.02,4,1024,256,0.6900000000000004,0.8581516733190052,0.7193195625759417,success,2025-12-05 17:03:08,
275426,48,32,6,1.8,0.01,0.005,3,1024,256,0.6200000000000003,0.8403438747313479,0.7072072072072072,success,2025-12-05 17:04:11,
300559,48,48,6,1.3,0.0,0.025,1,512,128,0.5400000000000003,0.8517040221062327,0.7183673469387755,success,2025-12-05 17:06:04,
311539,48,64,3,1.2,0.01,0.02,1,512,128,0.6900000000000004,0.8636782315013817,0.7228464419475655,success,2025-12-05 17:06:39,
301448,48,48,6,1.3,0.01,0.02,5,256,256,0.6500000000000004,0.8477126189745164,0.7178612059158134,success,2025-12-05 17:09:13,
273455,48,32,6,1.5,0.0,0.01,4,1024,256,0.6000000000000003,0.8510899600859687,0.711481261154075,success,2025-12-05 17:09:55,
272135,48,32,6,1.2,0.01,0.015,3,256,256,0.7100000000000004,0.8615290144304575,0.7258358662613982,success,2025-12-05 17:11:23,
292753,48,48,5,1.0,0.0001,0.005,4,256,128,0.6700000000000004,0.8584587043291373,0.7156076495990129,success,2025-12-05 17:12:48,
276434,48,32,7,1.0,0.001,0.015,5,1024,256,0.6900000000000004,0.8612219834203254,0.7267230955259976,success,2025-12-05 17:13:27,
278239,48,32,7,1.3,0.0001,0.02,1,512,128,0.6100000000000003,0.8615290144304575,0.7221195317313617,success,2025-12-05 17:15:12,
298304,48,48,6,1.0,0.0,0.02,5,1024,256,0.6700000000000004,0.8526251151366288,0.7176470588235294,success,2025-12-05 17:15:48,
282758,48,48,3,1.2,0.0001,0.02,3,512,256,0.6600000000000004,0.8556954252379491,0.7202380952380952,success,2025-12-05 17:16:18,
299095,48,48,6,1.0,0.01,0.01,3,1024,128,0.7600000000000005,0.8639852625115136,0.7165706973768394,success,2025-12-05 17:16:52,
304640,48,48,7,1.0,0.001,0.025,4,1024,256,0.7000000000000004,0.8612219834203254,0.7213316892725031,success,2025-12-05 17:17:36,
313055,48,64,3,1.5,0.0001,0.01,4,1024,256,0.6800000000000004,0.8437212158428001,0.7145260796410544,success,2025-12-05 17:18:00,
272360,48,32,6,1.3,0.0,0.015,3,256,256,0.7300000000000004,0.8556954252379491,0.7144592952612394,success,2025-12-05 17:19:25,
293699,48,48,5,1.2,0.0,0.01,4,256,256,0.6700000000000004,0.8572305802886091,0.714548802946593,success,2025-12-05 17:20:53,
297711,48,48,5,1.8,0.001,0.005,5,256,64,0.7100000000000004,0.8636782315013817,0.7094240837696335,success,2025-12-05 17:24:11,
286906,48,48,4,1.0,0.0,0.005,4,512,128,0.5600000000000003,0.8431071538225361,0.7181467181467182,success,2025-12-05 17:25:04,
278341,48,32,7,1.3,0.0005,0.005,2,1024,128,0.5900000000000003,0.8400368437212159,0.7031339031339031,success,2025-12-05 17:26:08,
301862,48,48,6,1.5,0.0001,0.02,1,256,256,0.7000000000000004,0.867055572612834,0.7240280433397068,success,2025-12-05 17:28:54,
272055,48,32,6,1.2,0.01,0.005,4,512,64,0.6900000000000004,0.8495548050353086,0.712778429073857,success,2025-12-05 17:30:39,
276314,48,32,7,1.0,0.001,0.005,2,512,256,0.6300000000000003,0.8612219834203254,0.7216748768472906,success,2025-12-05 17:32:08,
288463,48,48,4,1.2,0.0005,0.005,2,512,128,0.6500000000000004,0.8526251151366288,0.719626168224299,success,2025-12-05 17:33:29,
310771,48,64,3,1.2,0.0001,0.01,1,256,128,0.6600000000000004,0.8599938593797973,0.7174721189591078,success,2025-12-05 17:34:39,
286253,48,48,3,1.8,0.0005,0.01,1,1024,256,0.6800000000000004,0.8569235492784771,0.7158536585365853,success,2025-12-05 17:35:05,
304382,48,48,7,1.0,0.0005,0.025,1,256,256,0.6800000000000004,0.8645993245317777,0.7269349845201238,success,2025-12-05 17:38:00,
275377,48,32,6,1.8,0.001,0.025,3,512,128,0.6100000000000003,0.8572305802886091,0.7190332326283988,success,2025-12-05 17:38:53,
272185,48,32,6,1.2,0.01,0.02,3,1024,128,0.6200000000000003,0.8486337120049124,0.7181246426529445,success,2025-12-05 17:39:41,
275080,48,32,6,1.8,0.0005,0.015,5,512,128,0.6400000000000003,0.856002456248081,0.7213309566250743,success,2025-12-05 17:41:33,
298897,48,48,6,1.0,0.001,0.015,1,1024,128,0.7000000000000004,0.8510899600859687,0.7168709865732633,success,2025-12-05 17:42:04,
293784,48,48,5,1.2,0.0,0.02,3,1024,64,0.6700000000000004,0.8437212158428001,0.7145260796410544,success,2025-12-05 17:42:49,
286591,48,48,3,1.8,0.001,0.02,4,512,128,0.6500000000000004,0.8532391771568928,0.7233796296296297,success,2025-12-05 17:43:27,
279165,48,32,7,1.5,0.0,0.02,4,512,64,0.6700000000000004,0.8566165182683451,0.7136725935009197,success,2025-12-05 17:44:59,
281393,48,48,3,1.0,0.0,0.02,1,1024,256,0.7200000000000004,0.8664415105925698,0.7209749839640796,success,2025-12-05 17:45:28,
296395,48,48,5,1.5,0.0005,0.01,3,1024,128,0.6200000000000003,0.8470985569542524,0.7192784667418264,success,2025-12-05 17:46:07,
303926,48,48,7,1.0,0.0,0.02,5,512,256,0.6100000000000003,0.8470985569542524,0.7199100112485939,success,2025-12-05 17:47:11,
297380,48,48,5,1.8,0.0001,0.02,3,256,256,0.5200000000000002,0.8378876266502917,0.7124183006535948,success,2025-12-05 17:49:10,
286580,48,48,3,1.8,0.001,0.02,3,256,256,0.6500000000000004,0.8529321461467608,0.7130017974835231,success,2025-12-05 17:49:55,
296656,48,48,5,1.5,0.001,0.015,2,1024,128,0.6200000000000003,0.8526251151366288,0.7159763313609467,success,2025-12-05 17:50:51,
286511,48,48,3,1.8,0.001,0.01,5,512,256,0.6300000000000003,0.8529321461467608,0.7180694526191878,success,2025-12-05 17:51:27,
301144,48,48,6,1.3,0.001,0.015,1,512,128,0.7100000000000004,0.8655204175621738,0.7174193548387097,success,2025-12-05 17:52:35,
294576,48,48,5,1.2,0.01,0.01,1,1024,64,0.7100000000000004,0.8633712004912496,0.723430702299565,success,2025-12-05 17:53:20,
296057,48,48,5,1.5,0.0,0.025,1,256,256,0.6400000000000003,0.8520110531163647,0.7233065442020666,success,2025-12-05 17:55:07,
272111,48,32,6,1.2,0.01,0.01,5,512,256,0.5900000000000003,0.8495548050353086,0.72,success,2025-12-05 17:56:39,
302503,48,48,6,1.5,0.01,0.015,2,512,128,0.6300000000000003,0.8492477740251766,0.7163489312536107,success,2025-12-05 17:58:14,
282472,48,48,3,1.2,0.0,0.015,1,1024,128,0.5900000000000003,0.8507829290758366,0.7219679633867276,success,2025-12-05 17:58:39,
283254,48,48,3,1.2,0.001,0.025,3,1024,64,0.6800000000000004,0.8612219834203254,0.7247259439707674,success,2025-12-05 17:59:07,
300083,48,48,6,1.2,0.001,0.02,3,512,256,0.6100000000000003,0.8467915259441203,0.7204481792717087,success,2025-12-05 17:59:53,
302292,48,48,6,1.5,0.001,0.015,4,256,64,0.6300000000000003,0.8523180841264968,0.7208357515960534,success,2025-12-05 18:02:32,
306524,48,48,7,1.3,0.0005,0.01,4,256,256,0.6600000000000004,0.8507829290758366,0.7167832167832168,success,2025-12-05 18:05:32,
313450,48,64,3,1.5,0.001,0.005,3,1024,128,0.6500000000000004,0.8581516733190052,0.725,success,2025-12-05 18:05:57,
284646,48,48,3,1.5,0.0,0.005,3,512,64,0.7200000000000004,0.8667485416027019,0.7189119170984456,success,2025-12-05 18:06:32,
294412,48,48,5,1.2,0.001,0.015,3,512,128,0.6300000000000003,0.8520110531163647,0.7197674418604652,success,2025-12-05 18:07:25,
306317,48,48,7,1.3,0.0001,0.015,1,256,256,0.6900000000000004,0.8633712004912496,0.7195967233774417,success,2025-12-05 18:10:11,
294250,48,48,5,1.2,0.0005,0.02,5,512,128,0.6700000000000004,0.855388394227817,0.7108655616942909,success,2025-12-05 18:11:06,
287609,48,48,4,1.0,0.001,0.01,2,512,256,0.6100000000000003,0.8517040221062327,0.7206477732793523,success,2025-12-05 18:11:53,
301452,48,48,6,1.3,0.01,0.02,5,1024,64,0.6300000000000003,0.8504758980657047,0.7176811594202899,success,2025-12-05 18:12:43,
306494,48,48,7,1.3,0.0005,0.005,5,1024,256,0.5900000000000003,0.8501688670555726,0.7182448036951501,success,2025-12-05 18:13:52,
272544,48,32,6,1.3,0.0001,0.01,3,1024,64,0.7000000000000004,0.8458704329137243,0.7094907407407407,success,2025-12-05 18:14:37,
303898,48,48,7,1.0,0.0,0.02,2,512,128,0.7100000000000004,0.8649063555419098,0.7168597168597168,success,2025-12-05 18:15:32,
276110,48,32,7,1.0,0.0005,0.005,4,1024,256,0.7000000000000004,0.8458704329137243,0.7134703196347032,success,2025-12-05 18:16:17,
283172,48,48,3,1.2,0.001,0.015,4,512,256,0.6400000000000003,0.8566165182683451,0.7221891731112433,success,2025-12-05 18:16:50,
270314,48,32,6,1.0,0.0001,0.01,5,1024,256,0.6500000000000004,0.8575376112987412,0.7218225419664268,success,2025-12-05 18:17:40,
287146,48,48,4,1.0,0.0001,0.01,1,256,128,0.6400000000000003,0.8526251151366288,0.7192982456140351,success,2025-12-05 18:19:33,
280406,48,32,7,1.8,0.0001,0.01,2,256,256,0.6500000000000004,0.8510899600859687,0.7201384881708021,success,2025-12-05 18:23:32,
288712,48,48,4,1.2,0.001,0.005,5,256,128,0.6500000000000004,0.8578446423088733,0.718882817243473,success,2025-12-05 18:24:58,
295203,48,48,5,1.3,0.0005,0.005,1,512,64,0.6300000000000003,0.8572305802886091,0.720048163756773,success,2025-12-05 18:26:34,
289764,48,48,4,1.3,0.0005,0.025,2,256,64,0.6200000000000003,0.8434141848326681,0.7150837988826816,success,2025-12-05 18:28:13,
314678,48,64,3,1.8,0.001,0.015,5,256,256,0.6500000000000004,0.8563094872582131,0.7160194174757282,success,2025-12-05 18:29:14,
279444,48,32,7,1.5,0.0001,0.025,5,512,64,0.5800000000000003,0.8400368437212159,0.704145371947757,success,2025-12-05 18:31:39,
302572,48,48,6,1.5,0.01,0.02,5,256,128,0.6700000000000004,0.8467915259441203,0.7031528851873885,success,2025-12-05 18:33:35,
285188,48,48,3,1.5,0.0005,0.015,3,512,256,0.6600000000000004,0.8483266809947805,0.7180365296803652,success,2025-12-05 18:34:05,
277474,48,32,7,1.2,0.001,0.01,1,512,128,0.6300000000000003,0.8556954252379491,0.727061556329849,success,2025-12-05 18:35:51,
276404,48,32,7,1.0,0.001,0.015,2,512,256,0.6800000000000004,0.8618360454405894,0.71875,success,2025-12-05 18:37:01,
296643,48,48,5,1.5,0.001,0.015,1,512,64,0.6000000000000003,0.8477126189745164,0.7149425287356321,success,2025-12-05 18:38:36,
304894,48,48,7,1.2,0.0,0.005,3,256,128,0.6900000000000004,0.8593797973595333,0.7179802955665024,success,2025-12-05 18:40:58,
281028,48,32,7,1.8,0.01,0.005,1,512,64,0.6400000000000003,0.841879029782008,0.6975924838520259,success,2025-12-05 18:43:02,
276757,48,32,7,1.2,0.0,0.005,1,1024,128,0.6500000000000004,0.8520110531163647,0.7124105011933174,success,2025-12-05 18:44:08,
275501,48,32,6,1.8,0.01,0.015,2,256,256,0.6600000000000004,0.8606079214000614,0.7204433497536946,success,2025-12-05 18:47:58,
290397,48,48,4,1.5,0.0,0.02,2,512,64,0.6400000000000003,0.8569235492784771,0.7236061684460261,success,2025-12-05 18:48:56,
298201,48,48,6,1.0,0.0,0.01,4,512,128,0.6700000000000004,0.8599938593797973,0.7185185185185186,success,2025-12-05 18:50:07,
289833,48,48,4,1.3,0.001,0.005,4,1024,64,0.7400000000000004,0.8661344795824378,0.7205128205128205,success,2025-12-05 18:50:49,
306800,48,48,7,1.3,0.001,0.015,4,1024,256,0.6100000000000003,0.8495548050353086,0.7209567198177677,success,2025-12-05 18:52:04,
295750,48,48,5,1.3,0.01,0.015,2,256,128,0.5600000000000003,0.8348173165489714,0.7088744588744589,success,2025-12-05 18:53:21,
278538,48,32,7,1.3,0.0005,0.025,4,1024,64,0.7300000000000004,0.8575376112987412,0.7139334155363748,success,2025-12-05 18:54:28,
285614,48,48,3,1.5,0.01,0.01,5,1024,256,0.7200000000000004,0.8572305802886091,0.7237076648841355,success,2025-12-05 18:54:51,
271603,48,32,6,1.2,0.0005,0.005,4,256,128,0.7000000000000004,0.8572305802886091,0.7197106690777577,success,2025-12-05 18:57:34,
306467,48,48,7,1.3,0.0005,0.005,2,1024,256,0.7000000000000004,0.8400368437212159,0.6997118155619596,success,2025-12-05 18:58:10,
278140,48,32,7,1.3,0.0001,0.005,5,512,128,0.6500000000000004,0.8415719987718759,0.711731843575419,success,2025-12-05 18:59:23,
297090,48,48,5,1.8,0.0,0.015,1,256,64,0.6700000000000004,0.8615290144304575,0.7165304839723444,success,2025-12-05 19:01:52,
290913,48,48,4,1.5,0.0005,0.025,4,1024,64,0.6700000000000004,0.8658274485723058,0.728739913097455,success,2025-12-05 19:02:32,
308130,48,48,7,1.5,0.01,0.015,2,1024,64,0.6000000000000003,0.8305188824071231,0.6919642857142857,success,2025-12-05 19:03:44,
305535,48,48,7,1.2,0.0005,0.025,4,512,64,0.7000000000000004,0.8645993245317777,0.7235109717868339,success,2025-12-05 19:05:59,
287577,48,48,4,1.0,0.001,0.005,4,256,64,0.7000000000000004,0.8649063555419098,0.7183098591549296,success,2025-12-05 19:07:57,
289182,48,48,4,1.3,0.0,0.01,2,512,64,0.6600000000000004,0.8633712004912496,0.7195967233774417,success,2025-12-05 19:08:50,
310852,48,64,3,1.2,0.0001,0.015,5,256,128,0.6900000000000004,0.8627571384709856,0.7207995003123048,success,2025-12-05 19:09:46,
277625,48,32,7,1.2,0.001,0.025,3,256,256,0.6600000000000004,0.8477126189745164,0.7152698048220436,success,2025-12-05 19:13:09,
303604,48,48,6,1.8,0.01,0.01,4,1024,128,0.6700000000000004,0.8504758980657047,0.710291493158834,success,2025-12-05 19:14:09,
274128,48,32,6,1.5,0.001,0.01,4,1024,64,0.6800000000000004,0.8517040221062327,0.7106051527860995,success,2025-12-05 19:15:14,
307656,48,48,7,1.5,0.0005,0.01,5,256,64,0.6500000000000004,0.84218606079214,0.7086167800453514,success,2025-12-05 19:18:21,
306559,48,48,7,1.3,0.0005,0.015,3,256,128,0.6600000000000004,0.8584587043291373,0.7190737355271176,success,2025-12-05 19:21:28,
311050,48,64,3,1.2,0.0005,0.015,2,256,128,0.5600000000000003,0.8498618360454406,0.7200915855752719,success,2025-12-05 19:22:58,
286168,48,48,3,1.8,0.0001,0.025,2,512,128,0.6700000000000004,0.8575376112987412,0.7208182912154031,success,2025-12-05 19:23:44,
273633,48,32,6,1.5,0.0001,0.005,4,1024,64,0.6200000000000003,0.8345102855388394,0.7043335161821174,success,2025-12-05 19:24:54,
274707,48,32,6,1.8,0.0,0.025,4,256,64,0.6600000000000004,0.8532391771568928,0.7158145065398336,success,2025-12-05 19:28:30,
288783,48,48,4,1.2,0.001,0.015,3,256,64,0.7300000000000004,0.868590727663494,0.7191601049868767,success,2025-12-05 19:29:47,
295539,48,48,5,1.3,0.001,0.015,3,1024,64,0.7200000000000004,0.8642922935216457,0.7213114754098361,success,2025-12-05 19:30:27,
299363,48,48,6,1.2,0.0,0.015,3,512,256,0.7100000000000004,0.8652133865520417,0.7187700192184497,success,2025-12-05 19:31:27,
287779,48,48,4,1.0,0.01,0.005,1,512,128,0.6700000000000004,0.854467301197421,0.7205188679245284,success,2025-12-05 19:32:11,
278278,48,32,7,1.3,0.0001,0.02,5,1024,128,0.6300000000000003,0.854774332207553,0.7145443572721787,success,2025-12-05 19:32:57,
271444,48,32,6,1.2,0.0001,0.015,1,512,128,0.6700000000000004,0.8630641694811176,0.7177215189873418,success,2025-12-05 19:34:09,
276381,48,32,7,1.0,0.001,0.01,5,256,64,0.6800000000000004,0.8563094872582131,0.7190876350540216,success,2025-12-05 19:36:23,
286540,48,48,3,1.8,0.001,0.015,3,1024,128,0.6300000000000003,0.8501688670555726,0.7188940092165899,success,2025-12-05 19:36:51,
306022,48,48,7,1.3,0.0,0.005,3,512,128,0.6300000000000003,0.8464844949339884,0.7079439252336449,success,2025-12-05 19:38:14,
298517,48,48,6,1.0,0.0001,0.02,4,512,256,0.6000000000000003,0.8477126189745164,0.7191392978482446,success,2025-12-05 19:39:02,
286079,48,48,3,1.8,0.0001,0.015,2,512,256,0.6600000000000004,0.8520110531163647,0.7117224880382775,success,2025-12-05 19:39:33,
303596,48,48,6,1.8,0.01,0.01,3,1024,256,0.6300000000000003,0.8495548050353086,0.7093712930011863,success,2025-12-05 19:40:28,
314941,48,64,3,1.8,0.01,0.02,4,512,128,0.6500000000000004,0.8596868283696654,0.718422674060382,success,2025-12-05 19:41:01,
270399,48,32,6,1.0,0.0001,0.02,5,512,64,0.6300000000000003,0.8510899600859687,0.7175305765870704,success,2025-12-05 19:42:11,
302760,48,48,6,1.8,0.0,0.02,1,256,64,0.6800000000000004,0.8526251151366288,0.7153024911032029,success,2025-12-05 19:45:11,
308104,48,48,7,1.5,0.01,0.01,4,1024,128,0.6900000000000004,0.8587657353392693,0.7099621689785625,success,2025-12-05 19:46:24,
283268,48,48,3,1.2,0.001,0.025,5,256,256,0.6500000000000004,0.8492477740251766,0.7170028818443804,success,2025-12-05 19:47:36,
271631,48,32,6,1.2,0.0005,0.01,2,256,256,0.6900000000000004,0.8599938593797973,0.7222898903775883,success,2025-12-05 19:49:33,
274740,48,32,6,1.8,0.0001,0.005,2,1024,64,0.5700000000000003,0.830211851396991,0.6823664560597358,success,2025-12-05 19:50:52,
